donor,recipient,year,aid_amount,recipient_iso3
World Bank - International Finance Corporation (IFC),Bolivia,1990,3462888,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1991,36310150,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1992,63305801,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1993,4457406,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1994,17683329,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1995,37042542,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1996,81134707,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1998,3067042,BOL
World Bank - International Finance Corporation (IFC),Bolivia,1999,155340229,BOL
World Bank - International Finance Corporation (IFC),Bolivia,2000,15597598,BOL
World Bank - International Finance Corporation (IFC),Bolivia,2001,70193740,BOL
World Bank - International Finance Corporation (IFC),Bosnia-Herzegovina,1997,16174295,BIH
World Bank - International Finance Corporation (IFC),Bosnia-Herzegovina,1998,27787403,BIH
World Bank - International Finance Corporation (IFC),Bosnia-Herzegovina,1999,11823956,BIH
World Bank - International Finance Corporation (IFC),Bosnia-Herzegovina,2001,26597164,BIH
World Bank - International Finance Corporation (IFC),Bosnia-Herzegovina,2002,72898357,BIH
World Bank - International Finance Corporation (IFC),Botswana,1991,29837471,BWA
World Bank - International Finance Corporation (IFC),Botswana,1992,2843523,BWA
World Bank - International Finance Corporation (IFC),Botswana,1997,1327741,BWA
World Bank - International Finance Corporation (IFC),Botswana,1999,1236689,BWA
World Bank - International Finance Corporation (IFC),Botswana,2000,3072727,BWA
World Bank - International Finance Corporation (IFC),Botswana,2001,32534757,BWA
World Bank - International Finance Corporation (IFC),Brazil,1990,188662076,BRA
World Bank - International Finance Corporation (IFC),Brazil,1991,175235936,BRA
World Bank - International Finance Corporation (IFC),Brazil,1992,291984912,BRA
World Bank - International Finance Corporation (IFC),Brazil,1993,300029509,BRA
World Bank - International Finance Corporation (IFC),Brazil,1994,362950325,BRA
World Bank - International Finance Corporation (IFC),Brazil,1995,686958624,BRA
World Bank - International Finance Corporation (IFC),Brazil,1996,952045505,BRA
World Bank - International Finance Corporation (IFC),Brazil,1997,1957647970,BRA
World Bank - International Finance Corporation (IFC),Brazil,1998,1425883299,BRA
World Bank - International Finance Corporation (IFC),Brazil,1999,786881213,BRA
World Bank - International Finance Corporation (IFC),Brazil,2000,331495744,BRA
World Bank - International Finance Corporation (IFC),Brazil,2001,370489550,BRA
World Bank - International Finance Corporation (IFC),Brazil,2002,2347662034,BRA
World Bank - International Finance Corporation (IFC),Bulgaria,1994,7368054,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,1996,5427536,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,1997,33646155,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,1998,145684509,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,1999,64338003,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,2000,50380241,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,2001,85273599,BGR
World Bank - International Finance Corporation (IFC),Bulgaria,2002,74338171,BGR
World Bank - International Finance Corporation (IFC),Burkina Faso,1994,884166,BFA
World Bank - International Finance Corporation (IFC),Burkina Faso,1997,392287,BFA
World Bank - International Finance Corporation (IFC),Burkina Faso,1998,1134806,BFA
World Bank - International Finance Corporation (IFC),Burkina Faso,1999,2292400,BFA
World Bank - International Finance Corporation (IFC),Burundi,2000,717489,BDI
World Bank - International Finance Corporation (IFC),Burundi,2001,455487,BDI
World Bank - International Finance Corporation (IFC),Cambodia,1997,11315971,KHM
World Bank - International Finance Corporation (IFC),Cambodia,1998,101979156,KHM
World Bank - International Finance Corporation (IFC),Cambodia,2000,2324042,KHM
World Bank - International Finance Corporation (IFC),Cambodia,2002,4303789,KHM
World Bank - International Finance Corporation (IFC),Cameroon,1990,2221476,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1991,947221,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1992,89795463,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1993,1537036,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1994,157823711,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1995,534910,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1996,3340022,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1997,143335638,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1998,407088524,CMR
World Bank - International Finance Corporation (IFC),Cameroon,1999,2473378,CMR
World Bank - International Finance Corporation (IFC),Cameroon,2000,2136871,CMR
World Bank - International Finance Corporation (IFC),Cameroon,2002,24836774,CMR
World Bank - International Finance Corporation (IFC),Cape Verde,1991,1105091,CPV
World Bank - International Finance Corporation (IFC),Cape Verde,1992,2394546,CPV
World Bank - International Finance Corporation (IFC),Cape Verde,1993,1537036,CPV
World Bank - International Finance Corporation (IFC),Cape Verde,1999,2262236,CPV
World Bank - International Finance Corporation (IFC),Cape Verde,2001,764567,CPV
World Bank - International Finance Corporation (IFC),Chad,2000,624418629,TCD
World Bank - International Finance Corporation (IFC),Chad,2002,657306,TCD
World Bank - International Finance Corporation (IFC),Chile,1990,287648411,CHL
World Bank - International Finance Corporation (IFC),Chile,1991,186286850,CHL
World Bank - International Finance Corporation (IFC),Chile,1992,94285236,CHL
World Bank - International Finance Corporation (IFC),Chile,1993,221179541,CHL
World Bank - International Finance Corporation (IFC),Chile,1994,158707876,CHL
World Bank - International Finance Corporation (IFC),Chile,1995,120354830,CHL
World Bank - International Finance Corporation (IFC),Chile,1996,66243775,CHL
World Bank - International Finance Corporation (IFC),Chile,1997,22843174,CHL
World Bank - International Finance Corporation (IFC),Chile,1999,55620851,CHL
World Bank - International Finance Corporation (IFC),Chile,2000,161747088,CHL
World Bank - International Finance Corporation (IFC),Chile,2002,55041546,CHL
World Bank - International Finance Corporation (IFC),China,1992,24544093,CHN
World Bank - International Finance Corporation (IFC),China,1993,66399973,CHN
World Bank - International Finance Corporation (IFC),China,1994,153108157,CHN
World Bank - International Finance Corporation (IFC),China,1995,268658726,CHN
World Bank - International Finance Corporation (IFC),China,1996,686096234,CHN
World Bank - International Finance Corporation (IFC),China,1997,505446724,CHN
World Bank - International Finance Corporation (IFC),China,1998,372308262,CHN
World Bank - International Finance Corporation (IFC),China,1999,169562156,CHN
World Bank - International Finance Corporation (IFC),China,2000,192115613,CHN
World Bank - International Finance Corporation (IFC),China,2001,291202347,CHN
World Bank - International Finance Corporation (IFC),China,2002,394931313,CHN
World Bank - International Finance Corporation (IFC),Colombia,1990,151093004,COL
World Bank - International Finance Corporation (IFC),Colombia,1992,143672740,COL
World Bank - International Finance Corporation (IFC),Colombia,1993,36120355,COL
World Bank - International Finance Corporation (IFC),Colombia,1994,76038314,COL
World Bank - International Finance Corporation (IFC),Colombia,1995,271734461,COL
World Bank - International Finance Corporation (IFC),Colombia,1996,69583797,COL
World Bank - International Finance Corporation (IFC),Colombia,1997,45957932,COL
World Bank - International Finance Corporation (IFC),Colombia,1999,166048149,COL
World Bank - International Finance Corporation (IFC),Colombia,2001,377403187,COL
World Bank - International Finance Corporation (IFC),Colombia,2002,691736242,COL
World Bank - International Finance Corporation (IFC),"Congo, Democratic Republic of",1991,17365724,COD
World Bank - International Finance Corporation (IFC),"Congo, Democratic Republic of",1995,189090811,COD
World Bank - International Finance Corporation (IFC),Costa Rica,1991,9314343,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1992,10476137,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1993,18444437,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1994,15472913,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1995,5349104,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1996,13916759,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1998,13801690,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,1999,60326303,CRI
World Bank - International Finance Corporation (IFC),Costa Rica,2001,219609612,CRI
